Name,Disc. Date,Max Date,mmax,Host Name,R.A.,Dec.,z,Type,Phot.,Spec.,References
SDSS-II SN 1887,2005-09-09,2005-12-01,21.79,SDSS J31956.94+003445.5,03:19:56.952,+00:34:45.584,,II,25.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2615,2005-09-09,2005-09-27,20.51,SDSS J04734.23-010454.9,00:47:34.272,-01:04:52.464,0.056538,II,25.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 3931,2005-09-09,2005-09-09,20.94,SDSS J15741.04+003559.6,01:57:41.04,+00:35:59.644,,II,25.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 4610,2005-09-09,2005-11-07,21.64,SDSS J04218.64-004745.9,00:42:18.648,-00:47:45.9708,,II,25.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 5019,2005-09-09,2005-11-02,22.01,,02:32:18.984,-00:37:51.2652,,II,25.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1921,2005-09-09,2005-09-22,21.5,SDSS J10248.05+005032.8,21:02:48,+00:50:33.198,0.6105,Ia,24.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 3405,2005-09-09,2005-11-23,21.61,SDSS J22503.99+003446.3,22:25:04.08,+00:34:46.474,,II,24.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1456,2005-09-09,2005-09-19,21.17,SDSS J24405.99+003116.5,02:44:06.024,+00:31:15.679,0.199155,II,23.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 2632,2005-09-09,2005-09-19,21.45,SDSS J30221.51-011335.8,03:02:21.663,-01:13:33.708,0.296,Ia,23.0,,"2014arXiv1401.3317S,2010ApJ...713.1026D,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 6746,2005-09-09,2005-09-21,21.9,SDSS J34813.09-002325.2,23:48:13.2,-00:23:25.3716,,II,23.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 7676,2005-09-09,2005-11-11,21.63,SDSS J13533.16+005650.7,01:35:33.144,+00:56:50.867,,II,23.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 10523,2005-09-09,2005-11-05,21.68,SDSS J14059.09-004959.9,01:40:59.088,-00:49:59.9844,,II,22.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1372,2005-09-09,2005-09-27,20.5,SDSS J13307.53-010930.3,01:33:07.512,-01:09:29.664,0.068916,II,22.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 1940,2005-09-09,2005-11-13,21.96,SDSS J13556.98+005438.5,21:35:56.88,+00:54:38.603,,II,22.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2595,2005-09-09,2005-09-09,21.81,SDSS J14459.27+002450.1,01:44:59.232,+00:24:50.267,,II,22.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2620,2005-09-09,2005-09-25,21.66,,01:00:45.432,-01:05:37.356,,II,22.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 3832,2005-09-09,2005-09-09,21.33,SDSS J12314.09+002910.1,01:23:14.112,+00:29:09.6252,,II,22.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 6708,2005-09-09,2005-10-12,21.97,,21:49:14.88,-01:15:21.852,,II,22.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 8694,2005-09-09,2005-09-21,21.66,SDSS J33655.08-004809.0,23:36:54.96,-00:48:08.9172,,II,22.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 10314,2005-09-09,2005-10-21,20.54,,22:06:26.64,+00:28:51.967,,II,21.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1210,2005-09-09,2005-11-26,21.62,SDSS J23116.10+005456.7,02:31:16.104,+00:54:56.812,,II,21.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1237,2005-09-09,2005-10-25,20.84,SDSS J23944.34-001428.2,02:39:44.352,-00:14:28.212,,II,21.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1337,2005-09-09,2005-11-11,21.3,SDSS J25252.78+000409.0,22:52:52.8,+00:04:09.134,,II,21.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1489,2005-09-09,2005-10-28,21.13,SDSS J21951.17+001224.2,02:19:51.168,+00:12:24.235,,II,21.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1551,2005-09-09,2005-09-14,21.76,,03:45:22.272,-01:12:37.332,,II,21.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 3150,2005-09-09,2005-09-21,21.77,SDSS J21802.92-003753.5,22:18:02.916,-00:37:53.8176,0.333268,Ia,21.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
SDSS-II SN 5320,2005-09-09,2005-09-27,22.07,,02:54:31.944,+00:30:45.958,,II,21.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 5323,2005-09-09,2005-10-20,21.95,SDSS J30626.61+002926.5,03:06:26.616,+00:29:26.326,,II,21.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 4122,2005-09-09,2005-09-25,21.06,SDSS J03347.56-010351.6,00:33:47.561,-01:03:51.696,,II,20.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 6942,2005-09-09,2005-11-11,21.59,SDSS J14227.94-004326.6,21:42:27.84,-00:43:26.4756,,II,20.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2630,2005-09-09,2005-09-19,21.48,SDSS J22102.21-010712.3,02:21:02.256,-01:07:12.144,0.35072,Ia,19.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 3019,2005-09-09,2005-09-23,22.08,SDSS J11005.34-011114.1,21:10:05.28,-01:11:14.064,,II,19.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 7372,2005-09-09,2005-09-09,21.96,,21:50:07.68,-00:14:59.3196,,II,19.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 7406,2005-09-09,2005-10-31,22.26,SDSS J04505.31+002603.9,00:45:05.304,+00:26:04.0272,,II,19.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 7413,2005-09-09,2005-09-09,21.56,,01:00:10.891,+00:28:29.042,0.3465,Ia,19.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2011ApJ...737..103S"
SDSS-II SN 3922,2005-09-09,2005-11-05,22.12,SDSS J24826.47-002032.0,22:48:26.4,-00:20:32.0136,,II,18.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 5384,2005-09-09,2005-10-20,21.83,SDSS J32812.15+003132.0,03:28:12.144,+00:31:32.293,,II,18.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 7484,2005-09-09,2005-10-12,22.04,SDSS J03534.02-001318.4,00:35:34.0128,-00:13:18.4404,,II,18.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 8784,2005-09-09,2005-11-05,21.95,SDSS J01002.08+005336.8,00:10:02.0712,+00:53:36.776,,II,18.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2575,2005-09-09,2005-09-25,21.91,SDSS J01300.40+003637.8,00:13:00.4056,+00:36:37.498,,II,17.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2582,2005-09-09,2005-09-10,21.93,SDSS J05159.81+003030.2,00:51:59.448,+00:30:24.775,0.070483,II,17.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 2926,2005-09-09,2005-09-24,21.34,SDSS J01648.66+002542.3,00:16:48.684,+00:25:41.588,0.304287,Ia,17.0,,"2014arXiv1401.3317S,2013ApJ...763...88C,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 7624,2005-09-09,2005-09-27,21.14,SDSS J13346.04-010942.3,01:33:46.056,-01:09:41.976,,II,17.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1131,2005-09-09,2005-09-21,21.89,SDSS J15319.07+005104.2,21:53:18.96,+00:51:04.1004,0.17379,II,16.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 1479,2005-09-09,2005-10-27,21.32,SDSS J21327.98+000129.3,02:13:27.984,+00:01:29.47,,II,16.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1979,2005-09-09,2005-09-14,20.43,SDSS J21725.44+005640.5,22:17:25.478,+00:56:41.122,0.286893,Ia,16.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
SDSS-II SN 2078,2005-09-09,2005-09-14,20.98,SDSS J22651.31-010447.9,22:26:51.346,-01:04:47.136,0.323773,Ia,16.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
SDSS-II SN 2621,2005-09-09,2005-10-21,21.41,SDSS J10122.55-010744.6,01:01:22.536,-01:07:44.976,0.304,Ia,16.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 3206,2005-09-09,2005-09-21,21.16,SDSS J05418.56+002505.1,00:54:18.598,+00:25:05.7252,0.417071,Ia,16.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2013ApJ...763...88C"
SDSS-II SN 4915,2005-09-09,2005-10-21,21.2,SDSS J32142.50-010812.8,03:21:42.504,-01:08:12.768,,II,16.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 5389,2005-09-09,2005-10-21,21.2,SDSS J32142.50-010812.8,03:21:42.504,-01:08:12.768,,II,16.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 9421,2005-09-09,2005-11-02,22.14,,22:01:24.96,+00:05:55.13,,II,16.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SN2005dx,2005-09-09,2005-09-08,18.7,MCG -03-11-09,04:04:28.85,-17:54:27.5,0.027,II,16.0,1.0,"2014ApJ...786...67A,2012A&A...538A.120L,2005IAUC.8598....2S,2017ApJ...850...89G,2016A&A...594A..13P"
SDSS-II SN 1342,2005-09-09,2005-09-23,20.83,,23:06:06.605,+00:07:01.2216,0.291,Ia,15.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2010ApJ...713.1026D,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 1500,2005-09-09,2005-09-09,21.1,SDSS J23407.05+000353.3,02:34:06.912,+00:03:51.54,,Ia,15.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1978,2005-09-09,2005-09-09,21.45,SDSS J21655.59+005941.3,22:16:55.68,+00:59:41.402,0.298028,Ia,15.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 2912,2005-09-09,2005-09-09,21.35,SDSS J25205.61-011515.9,02:52:05.616,-01:15:16.092,,Ia,15.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 6075,2005-09-09,2005-10-22,21.66,SDSS J33431.31-004244.6,03:34:31.32,-00:42:44.7588,,II,15.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1385,2005-09-09,2005-09-12,21.44,SDSS J03518.54+000432.3,00:35:18.5184,+00:04:33.19,0.336879,Ia,14.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 1395,2005-09-09,2005-09-09,20.52,SDSS J35047.13+002547.8,23:50:47.04,+00:25:49.307,0.186404,Ia,14.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 1991,2005-09-09,2005-09-15,21.36,SDSS J23830.43+005429.4,22:38:30.384,+00:54:29.534,0.315484,Ia,14.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
SDSS-II SN 2661,2005-09-09,2005-09-20,21.06,SDSS J33249.87+000549.2,23:32:49.81,+00:05:49.98,0.192911,II,14.0,,"2014arXiv1401.3317S,2008AJ....135.1766Z,2008AJ....135..348S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 3935,2005-09-09,2005-10-15,22.07,SDSS J20400.63+003633.0,02:04:00.648,+00:36:33.113,0.642542,II,14.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 2041,2005-09-09,2005-09-08,21.12,SDSS J12036.29-011233.0,21:20:36.48,-01:12:32.652,0.209821,Ia,13.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 2050,2005-09-09,2005-09-12,21.95,SDSS J05441.53-001333.1,20:54:41.52,-00:13:33.2076,,II,13.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2123,2005-09-09,2005-12-01,21.09,SDSS J20919.89+000555.4,22:09:19.92,+00:05:55.62,,II,13.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 3937,2005-09-09,2005-09-14,21.54,SDSS J20829.74+002543.2,02:08:29.736,+00:25:43.183,,II,13.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 8524,2005-09-09,2005-11-13,21.91,SDSS J12923.34+005642.7,21:29:23.28,+00:56:42.846,,II,13.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1403,2005-09-09,2005-09-14,21.02,SDSS J35848.95+002555.5,23:58:48.919,+00:25:55.038,0.361378,Ia,12.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2013ApJ...763...88C"
SDSS-II SN 2464,2005-09-09,2005-09-09,20.28,,21:10:50.899,+00:06:10.148,0.276,Ia,12.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
SDSS-II SN 2970,2005-09-09,2005-09-09,19.6,SDSS J14557.19+002754.0,01:45:57.576,+00:27:57.258,0.083981,II,12.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 3709,2005-09-09,2005-09-21,21.61,SDSS J00400.48-003812.9,00:04:00.4968,-00:38:13.0056,,II,12.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1497,2005-09-09,2005-10-25,22.43,SDSS J23051.62+000551.9,02:30:51.624,+00:05:52.07,,II,11.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2551,2005-09-09,2005-09-14,21.83,SDSS J35042.46-010951.3,23:50:42.48,-01:09:50.292,0.249061,Ia,11.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 4104,2005-09-09,2005-09-09,21.84,SDSS J35042.46-010951.3,23:50:42.48,-01:09:50.292,,Ia,11.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 5411,2005-09-09,2005-10-25,21.12,SDSS J22011.84-004435.2,02:20:11.832,-00:44:35.7792,,II,11.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 5811,2005-09-09,2005-09-12,20.76,SDSS J02611.90-004421.0,20:26:12,-00:44:20.8752,,II,11.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 6657,2005-09-09,2005-10-21,22.22,SDSS J14114.03-002301.5,21:41:14.16,-00:23:01.5324,,II,11.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1158,2005-09-09,2005-09-14,21.83,SDSS J10906.28-002106.2,01:09:06.096,-00:21:07.8984,0.411625,Ia,10.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 5443,2005-09-09,2005-09-09,20.56,SDSS J02409.69-011008.4,20:24:09.6,-01:10:08.508,,II,10.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 5758,2005-09-09,2005-10-02,22.51,,20:21:46.56,+00:10:04.3572,,II,10.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 6805,2005-09-09,2005-10-26,21.9,SDSS J22832.81-010659.0,22:28:32.88,-01:06:58.968,,II,10.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1190,2005-09-09,2005-09-09,21.7,SDSS J20648.04-001440.9,02:06:48.048,-00:14:40.9092,,II,9.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1576,2005-09-09,2005-09-16,22.28,SDSS J25307.36+003318.0,02:53:07.343,+00:33:19.789,0.476722,Ia,9.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
SDSS-II SN 1315,2005-09-09,2005-09-09,22.09,SDSS J21730.62+003325.3,22:17:30.72,+00:33:28.818,,II,8.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1457,2005-09-09,2005-09-01,21.51,SDSS J24514.66+003442.4,02:45:14.736,+00:34:43.187,0.360187,Ia,8.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 6691,2005-09-09,2005-11-11,21.35,SDSS J20545.50+003345.1,22:05:45.6,+00:33:44.935,,II,8.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1556,2005-09-09,2005-10-31,21.56,SDSS J32144.07+000150.8,03:21:44.064,+00:01:50.57,,II,7.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2064,2005-09-09,2005-09-14,21.99,SDSS J13207.55-002046.3,21:32:07.44,-00:20:46.3452,0.456693,Ia,7.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 1349,2005-09-09,2005-09-27,22.11,SDSS J32112.93-001941.8,03:21:12.912,-00:19:41.6136,,II,6.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1461,2005-09-09,2005-09-16,22.11,SDSS J13729.43+001234.7,01:37:29.448,+00:12:35.046,0.341186,Ia,5.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2008AJ....135.1766Z,2016A&A...594A..13P,2013ApJ...763...88C"
SDSS-II SN 5873,2005-09-09,2005-10-28,21.91,SDSS J15407.27-004127.5,01:54:07.296,-00:41:27.5964,,II,5.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1173,2005-09-09,2005-09-09,21.64,SDSS J04949.00+005738.9,00:49:49.008,+00:57:39.172,,II,4.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1214,2005-09-09,2005-09-05,21.48,SDSS J24127.64+005825.6,02:41:27.648,+00:58:25.759,0.264749,Ia,4.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 1229,2005-09-09,2005-11-10,21.93,,03:03:41.736,+01:01:27.192,,II,4.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 6065,2005-09-09,2005-10-14,20.73,SDSS J34136.45-001853.8,03:41:36.456,-00:18:54.2016,,II,4.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1194,2005-09-09,2005-09-09,22.31,SDSS J22259.77-002115.3,02:22:59.784,-00:21:15.4692,,II,3.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 8087,2005-09-09,2005-10-13,22.87,SDSS J20937.87+000544.1,02:09:37.8,+00:05:42.33,0.317036,II,3.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 1384,2005-09-09,2005-09-09,20.61,SDSS J03216.66+000501.8,00:32:16.6704,+00:05:01.334,,II,2.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 10654,2005-09-09,2005-09-09,22.04,SDSS J12630.03-011021.3,01:26:30.024,-01:10:21.432,,II,1.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1478,2005-09-09,2005-09-05,21.24,SDSS J21107.49+000850.3,02:11:07.512,+00:08:49.603,0.201959,Ia,1.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 4154,2005-09-09,2005-09-09,21.97,SDSS J13229.44-010511.5,01:32:29.448,-01:05:11.508,,II,1.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 7339,2005-09-09,2005-10-14,21.62,SDSS J33415.54-004859.2,23:34:15.6,-00:48:59.2848,0.307303,II,1.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SN2005eh,2005-09-09,2005-09-13,21.75,SDSS J14944.34+003924.9,21:49:44.40,+00:39:27.248,0.124957,Ia,1.0,,"2014arXiv1401.3317S,2008ApJ...673..999P,2016A&A...594A..13P,2012A&A...538A.120L,2005IAUC.8603....2S"
SN2005ff,2005-09-10,2005-09-22,19.09,SDSS J23041.15-004634.4,22:30:41.040,-00:46:35.7204,0.0839,Ia,157.0,,"2014arXiv1401.3317S,2008AJ....136.2306H,2013ApJ...763...88C,2016A&A...594A..13P,2012A&A...538A.120L"
SDSS-II SN 1903,2005-09-10,2005-09-26,20.3,SDSS J22332.85-005038.4,22:23:32.64,-00:50:33.4176,0.090148,II,136.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SN2005lc,2005-09-10,2005-08-20,17.6,SDSS J30211.41-010959.6,03:02:11.184,-01:09:59.436,0.013607,II,112.0,,"2014arXiv1401.3317S,2012A&A...538A.120L,2005IAUC.8640....3G,2016A&A...594A..13P,2008AJ....135..348S"
SN2005fb,2005-09-10,2005-09-21,20.38,SDSS J30117.71-003832.1,03:01:17.544,-00:38:38.6376,0.182898,Ia,105.0,,"2014arXiv1401.3317S,2008AJ....136.2306H,2012ApJ...755...61S,2012A&A...538A.120L,2009ApJS..185...32K"
SN2005lb,2005-09-10,2005-10-05,17.22,SDSS J25449.71-001509.3,22:54:50.06,-00:15:09.0072,0.026478,II,89.0,,"2014arXiv1401.3317S,2012A&A...538A.120L,2005IAUC.8640....3G,2016A&A...594A..13P,2008AJ....135..348S"
SN2005fa,2005-09-10,2005-09-23,20.08,SDSS J13936.00-004528.5,01:39:36.010,-00:45:31.3704,0.161531,Ia,77.0,,"2014arXiv1401.3317S,2008AJ....136.2306H,2012A&A...538A.120L,2009ApJS..185...32K,2011ApJS..192....1C"
SDSS-II SN 7116,2005-09-10,2005-10-06,20.76,SDSS J02059.25-000119.8,20:20:59.28,-00:01:19.9416,,II,58.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1821,2005-09-10,2005-09-20,20.39,SDSS J04121.29+001402.3,20:41:21.6,+00:14:00.9924,0.096105,II,56.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 2423,2005-09-10,2005-09-23,20.82,SDSS J03447.38+004116.4,00:34:47.3352,+00:41:15.587,0.188652,II,55.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 5314,2005-09-10,2005-11-03,20.96,SDSS J02117.84+004104.2,20:21:17.76,+00:41:04.3296,,II,52.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SN2005fe,2005-09-10,2005-09-06,20.88,SDSS J21927.32+002938.9,22:19:27.32,+00:29:40.024,0.217,Ia,50.0,,"2014arXiv1401.3317S,2008AJ....136.2306H,2012A&A...538A.120L,2005IAUC.8616....3B,2011ApJS..192....1C"
SDSS-II SN 1823,2005-09-10,2005-09-15,19.99,SDSS J10202.08+002152.8,21:02:02.16,+00:21:52.459,0.2025,Ia,48.0,,"2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 6136,2005-09-10,2005-10-25,20.45,SDSS J03037.55+001633.3,20:30:37.68,+00:16:33.352,,II,48.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1622,2005-09-10,2005-10-13,20.51,SDSS J03747.89-000041.9,20:37:47.76,-00:00:42.1812,,II,46.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2313,2005-09-10,2005-09-15,20.69,,20:48:10.08,+01:06:52.92,,II,46.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SN2005fd,2005-09-10,2005-09-21,21.05,SDSS J13511.66+000946.2,21:35:11.76,+00:09:47.084,0.222,Ia,43.0,,"2014arXiv1401.3317S,2008AJ....136.2306H,2012A&A...538A.120L,2005IAUC.8616....3B,2016A&A...594A..13P"
SDSS-II SN 4888,2005-09-10,2005-11-06,21.15,SDSS J02633.87+010704.2,20:26:33.84,+01:07:04.224,,II,42.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 2401,2005-09-10,2005-10-13,21.46,,00:03:46.491,-00:09:57.2652,,II,37.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1773,2005-09-10,2005-09-23,21.04,SDSS J11521.68-005358.7,21:15:21.6,-00:53:55.5504,0.120184,II,32.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
SDSS-II SN 5669,2005-09-10,2005-09-24,21.55,SDSS J34517.97-001049.0,23:45:18,-00:10:48.9252,,II,32.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1592,2005-09-10,2005-11-29,20.62,SDSS J12319.87-001055.5,21:23:19.68,-00:10:58.8036,,II,31.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 3112,2005-09-10,2005-11-07,20.99,,21:16:41.76,-00:25:03.9792,,II,31.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SNLS-05D1cb,2005-09-10,2005-09-04,22.68,VVDS:[RBO2008] ir 00060734,02:26:57.056,-04:07:03.240,0.632,Ia,31.0,1.0,"2010A&A...523A...7G,2009A&A...507...85B,2016A&A...594A..13P,2012ApJ...748..127F,2013MNRAS.433.2240G"
SDSS-II SN 6291,2005-09-10,2005-11-03,21.16,SDSS J20754.57-003306.3,22:07:54.48,-00:33:06.1956,,II,30.0,,"2014arXiv1401.3317S,2011ApJ...737..103S"
SDSS-II SN 1631,2005-09-10,2005-09-24,20.24,SDSS J12916.50-000512.3,21:29:16.56,-00:05:13.2684,0.14415,II,29.0,,"2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
